id,period,capacity,outage,percent_outage,capacity_units,outage_units,percent_outage_units,cluster
880,2022-07-02,94658.9,2466.03,2.61,megawatts,megawatts,percent,1
881,2022-07-01,94658.9,2993.99,3.16,megawatts,megawatts,percent,1
882,2022-06-30,94658.9,2038.81,2.15,megawatts,megawatts,percent,1
883,2022-06-29,94658.9,2388.16,2.52,megawatts,megawatts,percent,1
884,2022-06-28,94658.9,3929.79,4.15,megawatts,megawatts,percent,1
885,2022-06-27,94658.9,4286.25,4.53,megawatts,megawatts,percent,1
886,2022-06-26,94658.9,4487.54,4.74,megawatts,megawatts,percent,1
887,2022-06-25,94658.9,5116.87,5.41,megawatts,megawatts,percent,3
888,2022-06-24,94658.9,2038.81,2.15,megawatts,megawatts,percent,1
889,2022-06-23,94658.9,2275.4,2.4,megawatts,megawatts,percent,1
890,2022-06-22,94658.9,2531.62,2.67,megawatts,megawatts,percent,1
891,2022-06-21,94658.9,2702.18,2.85,megawatts,megawatts,percent,1
892,2022-06-20,94658.9,3707.6,3.92,megawatts,megawatts,percent,1
893,2022-06-19,94658.9,4113.74,4.35,megawatts,megawatts,percent,1
894,2022-06-18,94658.9,4283.1,4.52,megawatts,megawatts,percent,1
895,2022-06-17,94658.9,4087.91,4.32,megawatts,megawatts,percent,1
896,2022-06-16,94658.9,4331.9,4.58,megawatts,megawatts,percent,1
897,2022-06-15,94658.9,4038.71,4.27,megawatts,megawatts,percent,1
898,2022-06-14,94658.9,4204.86,4.44,megawatts,megawatts,percent,1
899,2022-06-13,94658.9,4297.42,4.54,megawatts,megawatts,percent,1
900,2022-06-12,94658.9,4632.56,4.89,megawatts,megawatts,percent,3
901,2022-06-11,94658.9,3695.73,3.9,megawatts,megawatts,percent,1
902,2022-06-10,94658.9,3851.22,4.07,megawatts,megawatts,percent,1
903,2022-06-09,94658.9,3435.96,3.63,megawatts,megawatts,percent,1
904,2022-06-08,94658.9,3474.04,3.67,megawatts,megawatts,percent,1
905,2022-06-07,94658.9,3732.79,3.94,megawatts,megawatts,percent,1
906,2022-06-06,94658.9,3545.52,3.75,megawatts,megawatts,percent,1
907,2022-06-05,94658.9,4286.68,4.53,megawatts,megawatts,percent,1
908,2022-06-04,94658.9,4933.2,5.21,megawatts,megawatts,percent,3
909,2022-06-03,94658.9,4974.52,5.26,megawatts,megawatts,percent,3
910,2022-06-02,94658.9,4543.4,4.8,megawatts,megawatts,percent,3
911,2022-06-01,94658.9,4514.97,4.77,megawatts,megawatts,percent,3
912,2022-05-31,95427.4,6093.06,6.39,megawatts,megawatts,percent,3
913,2022-05-30,95427.4,7912.74,8.29,megawatts,megawatts,percent,3
914,2022-05-29,95427.4,7559.08,7.92,megawatts,megawatts,percent,3
915,2022-05-28,95427.4,8590.16,9.0,megawatts,megawatts,percent,3
916,2022-05-27,95427.4,8112.36,8.5,megawatts,megawatts,percent,3
917,2022-05-26,95427.4,9277.53,9.72,megawatts,megawatts,percent,3
918,2022-05-25,95427.4,9926.73,10.4,megawatts,megawatts,percent,0
919,2022-05-24,95427.4,10111.82,10.6,megawatts,megawatts,percent,0
920,2022-05-23,95427.4,8688.78,9.11,megawatts,megawatts,percent,3
921,2022-05-22,95427.4,7949.43,8.33,megawatts,megawatts,percent,3
922,2022-05-21,95427.4,8529.43,8.94,megawatts,megawatts,percent,3
923,2022-05-20,95427.4,7996.18,8.38,megawatts,megawatts,percent,3
924,2022-05-19,95427.4,9378.22,9.83,megawatts,megawatts,percent,3
925,2022-05-18,95427.4,11455.79,12.0,megawatts,megawatts,percent,0
926,2022-05-17,95427.4,11171.81,11.71,megawatts,megawatts,percent,0
927,2022-05-16,95427.4,11054.94,11.58,megawatts,megawatts,percent,0
928,2022-05-15,95427.4,12086.73,12.67,megawatts,megawatts,percent,0
929,2022-05-14,95427.4,13616.43,14.27,megawatts,megawatts,percent,0
930,2022-05-13,95427.4,11851.62,12.42,megawatts,megawatts,percent,0
931,2022-05-12,95427.4,12192.99,12.78,megawatts,megawatts,percent,0
932,2022-05-11,95427.4,12817.69,13.43,megawatts,megawatts,percent,0
933,2022-05-10,95427.4,13288.63,13.93,megawatts,megawatts,percent,0
934,2022-05-09,95427.4,14061.34,14.74,megawatts,megawatts,percent,0
935,2022-05-08,95427.4,15315.33,16.05,megawatts,megawatts,percent,2
936,2022-05-07,95427.4,14658.61,15.36,megawatts,megawatts,percent,0
937,2022-05-06,95427.4,15102.75,15.83,megawatts,megawatts,percent,0
938,2022-05-05,95427.4,15521.32,16.27,megawatts,megawatts,percent,2
939,2022-05-04,95427.4,15549.81,16.29,megawatts,megawatts,percent,2
940,2022-05-03,95427.4,15092.68,15.82,megawatts,megawatts,percent,0
941,2022-05-02,95427.4,16030.97,16.8,megawatts,megawatts,percent,2
942,2022-05-01,95427.4,17161.05,17.98,megawatts,megawatts,percent,2
943,2022-04-30,95406.4,18965.62,19.88,megawatts,megawatts,percent,2
944,2022-04-29,95406.4,18992.96,19.91,megawatts,megawatts,percent,2
945,2022-04-28,95406.4,20059.7,21.03,megawatts,megawatts,percent,2
946,2022-04-27,95406.4,18287.69,19.17,megawatts,megawatts,percent,2
947,2022-04-26,95406.4,19079.18,20.0,megawatts,megawatts,percent,2
948,2022-04-25,95406.4,19745.42,20.7,megawatts,megawatts,percent,2
949,2022-04-24,95406.4,20681.82,21.68,megawatts,megawatts,percent,2
950,2022-04-23,95406.4,21651.74,22.69,megawatts,megawatts,percent,2
951,2022-04-22,95406.4,20081.38,21.05,megawatts,megawatts,percent,2
952,2022-04-21,95406.4,20372.52,21.35,megawatts,megawatts,percent,2
953,2022-04-20,95406.4,20630.02,21.62,megawatts,megawatts,percent,2
954,2022-04-19,95406.4,21264.65,22.29,megawatts,megawatts,percent,2
955,2022-04-18,95406.4,21123.84,22.14,megawatts,megawatts,percent,2
956,2022-04-17,95406.4,21380.11,22.41,megawatts,megawatts,percent,2
957,2022-04-16,95406.4,21533.18,22.57,megawatts,megawatts,percent,2
958,2022-04-15,95406.4,21615.31,22.66,megawatts,megawatts,percent,2
959,2022-04-14,95406.4,21015.43,22.03,megawatts,megawatts,percent,2
960,2022-04-13,95406.4,21496.66,22.53,megawatts,megawatts,percent,2
961,2022-04-12,95406.4,22439.81,23.52,megawatts,megawatts,percent,2
962,2022-04-11,95406.4,23158.43,24.27,megawatts,megawatts,percent,2
963,2022-04-10,95406.4,21223.08,22.24,megawatts,megawatts,percent,2
964,2022-04-09,95406.4,22047.31,23.11,megawatts,megawatts,percent,2
965,2022-04-08,95406.4,20235.07,21.21,megawatts,megawatts,percent,2
966,2022-04-07,95406.4,19725.8,20.68,megawatts,megawatts,percent,2
967,2022-04-06,95406.4,20268.37,21.24,megawatts,megawatts,percent,2
968,2022-04-05,95406.4,20414.23,21.4,megawatts,megawatts,percent,2
969,2022-04-04,95406.4,20004.0,20.97,megawatts,megawatts,percent,2
970,2022-04-03,95406.4,18202.28,19.08,megawatts,megawatts,percent,2
971,2022-04-02,95406.4,17795.26,18.65,megawatts,megawatts,percent,2
972,2022-04-01,95406.4,14899.32,15.62,megawatts,megawatts,percent,0
973,2022-03-31,97820.6,15211.81,15.55,megawatts,megawatts,percent,0
974,2022-03-30,97820.6,14924.07,15.26,megawatts,megawatts,percent,0
975,2022-03-29,97820.6,15632.74,15.98,megawatts,megawatts,percent,0
976,2022-03-28,97820.6,15187.68,15.53,megawatts,megawatts,percent,0
977,2022-03-27,97820.6,14601.59,14.93,megawatts,megawatts,percent,0
978,2022-03-26,97820.6,14069.12,14.38,megawatts,megawatts,percent,0
979,2022-03-25,97820.6,13564.08,13.87,megawatts,megawatts,percent,0
980,2022-03-24,97820.6,13216.52,13.51,megawatts,megawatts,percent,0
981,2022-03-23,97820.6,12997.68,13.29,megawatts,megawatts,percent,0
982,2022-03-22,97820.6,13048.27,13.34,megawatts,megawatts,percent,0
983,2022-03-21,97820.6,13180.47,13.47,megawatts,megawatts,percent,0
984,2022-03-20,97820.6,13386.74,13.68,megawatts,megawatts,percent,0
985,2022-03-19,97820.6,12931.04,13.22,megawatts,megawatts,percent,0
986,2022-03-18,97820.6,13852.57,14.16,megawatts,megawatts,percent,0
987,2022-03-17,97820.6,13227.41,13.52,megawatts,megawatts,percent,0
988,2022-03-16,97820.6,13313.23,13.61,megawatts,megawatts,percent,0
989,2022-03-15,97820.6,13225.39,13.52,megawatts,megawatts,percent,0
990,2022-03-14,97820.6,13103.92,13.4,megawatts,megawatts,percent,0
991,2022-03-13,97820.6,13065.49,13.36,megawatts,megawatts,percent,0
992,2022-03-12,97820.6,13932.53,14.24,megawatts,megawatts,percent,0
993,2022-03-11,97820.6,12567.39,12.85,megawatts,megawatts,percent,0
994,2022-03-10,97820.6,12074.17,12.34,megawatts,megawatts,percent,0
995,2022-03-09,97820.6,12940.47,13.23,megawatts,megawatts,percent,0
996,2022-03-08,97820.6,12213.46,12.49,megawatts,megawatts,percent,0
997,2022-03-07,97820.6,12052.9,12.32,megawatts,megawatts,percent,0
998,2022-03-06,97820.6,12250.6,12.52,megawatts,megawatts,percent,0
999,2022-03-05,97820.6,10611.72,10.85,megawatts,megawatts,percent,0
1000,2022-03-04,97820.6,9035.3,9.24,megawatts,megawatts,percent,3
1001,2022-03-03,97820.6,9652.08,9.87,megawatts,megawatts,percent,0
1002,2022-03-02,97820.6,8184.33,8.37,megawatts,megawatts,percent,3
1003,2022-03-01,97820.6,7250.33,7.41,megawatts,megawatts,percent,3
1004,2022-02-28,97820.6,7653.38,7.82,megawatts,megawatts,percent,3
1005,2022-02-27,97820.6,8402.58,8.59,megawatts,megawatts,percent,3
1006,2022-02-26,97820.6,7290.01,7.45,megawatts,megawatts,percent,3
1007,2022-02-25,97820.6,6893.5,7.05,megawatts,megawatts,percent,3
1008,2022-02-24,97820.6,6906.16,7.06,megawatts,megawatts,percent,3
1009,2022-02-23,97820.6,6857.19,7.01,megawatts,megawatts,percent,3
1010,2022-02-22,97820.6,7634.38,7.8,megawatts,megawatts,percent,3
1011,2022-02-21,97820.6,7174.68,7.33,megawatts,megawatts,percent,3
1012,2022-02-20,97820.6,6214.36,6.35,megawatts,megawatts,percent,3
1013,2022-02-19,97820.6,6455.37,6.6,megawatts,megawatts,percent,3
1014,2022-02-18,97820.6,4822.12,4.93,megawatts,megawatts,percent,3
1015,2022-02-17,97820.6,4812.82,4.92,megawatts,megawatts,percent,3
1016,2022-02-16,97820.6,5232.86,5.35,megawatts,megawatts,percent,3
1017,2022-02-15,97820.6,5221.88,5.34,megawatts,megawatts,percent,3
1018,2022-02-14,97820.6,5024.5,5.14,megawatts,megawatts,percent,3
1019,2022-02-13,97820.6,4901.82,5.01,megawatts,megawatts,percent,3
1020,2022-02-12,97820.6,6159.72,6.3,megawatts,megawatts,percent,3
1021,2022-02-11,97820.6,5013.78,5.13,megawatts,megawatts,percent,3
1022,2022-02-10,97820.6,5058.68,5.17,megawatts,megawatts,percent,3
1023,2022-02-09,97820.6,5620.82,5.75,megawatts,megawatts,percent,3
1024,2022-02-08,97820.6,5877.47,6.01,megawatts,megawatts,percent,3
1025,2022-02-07,97820.6,7023.83,7.18,megawatts,megawatts,percent,3
1026,2022-02-06,97820.6,6473.99,6.62,megawatts,megawatts,percent,3
1027,2022-02-05,97820.6,5948.42,6.08,megawatts,megawatts,percent,3
1028,2022-02-04,97820.6,4172.47,4.27,megawatts,megawatts,percent,1
1029,2022-02-03,97820.6,4318.8,4.42,megawatts,megawatts,percent,1
1030,2022-02-02,97820.6,3424.92,3.5,megawatts,megawatts,percent,1
1031,2022-02-01,97820.6,3470.41,3.55,megawatts,megawatts,percent,1
1032,2022-01-31,97820.6,3395.65,3.47,megawatts,megawatts,percent,1
1033,2022-01-30,97820.6,3730.46,3.81,megawatts,megawatts,percent,1
1034,2022-01-29,97820.6,3467.82,3.55,megawatts,megawatts,percent,1
1035,2022-01-28,97820.6,4385.5,4.48,megawatts,megawatts,percent,1
1036,2022-01-27,97820.6,4035.19,4.13,megawatts,megawatts,percent,1
1037,2022-01-26,97820.6,4593.17,4.7,megawatts,megawatts,percent,1
1038,2022-01-25,97820.6,4919.42,5.03,megawatts,megawatts,percent,3
1039,2022-01-24,97820.6,3672.2,3.75,megawatts,megawatts,percent,1
1040,2022-01-23,97820.6,3570.84,3.65,megawatts,megawatts,percent,1
1041,2022-01-22,97820.6,2610.41,2.67,megawatts,megawatts,percent,1
1042,2022-01-21,97820.6,2415.09,2.47,megawatts,megawatts,percent,1
1043,2022-01-20,97820.6,3323.55,3.4,megawatts,megawatts,percent,1
1044,2022-01-19,97820.6,4132.31,4.22,megawatts,megawatts,percent,1
1045,2022-01-18,97820.6,4146.4,4.24,megawatts,megawatts,percent,1
1046,2022-01-17,97820.6,4125.05,4.22,megawatts,megawatts,percent,1
1047,2022-01-16,97820.6,4088.6,4.18,megawatts,megawatts,percent,1
1048,2022-01-15,97820.6,4382.69,4.48,megawatts,megawatts,percent,1
1049,2022-01-14,97820.6,1843.76,1.88,megawatts,megawatts,percent,1
1050,2022-01-13,97820.6,1952.88,2.0,megawatts,megawatts,percent,1
1051,2022-01-12,97820.6,1796.03,1.84,megawatts,megawatts,percent,1
1052,2022-01-11,97820.6,2762.49,2.82,megawatts,megawatts,percent,1
1053,2022-01-10,97820.6,3219.71,3.29,megawatts,megawatts,percent,1
1054,2022-01-09,97820.6,3487.74,3.57,megawatts,megawatts,percent,1
1055,2022-01-08,97820.6,3540.36,3.62,megawatts,megawatts,percent,1
1056,2022-01-07,97820.6,2637.92,2.7,megawatts,megawatts,percent,1
1057,2022-01-06,97820.6,1972.12,2.02,megawatts,megawatts,percent,1
1058,2022-01-05,97820.6,2156.82,2.2,megawatts,megawatts,percent,1
1059,2022-01-04,97820.6,1784.23,1.82,megawatts,megawatts,percent,1
1060,2022-01-03,97820.6,1693.17,1.73,megawatts,megawatts,percent,1
1061,2022-01-02,97820.6,2214.75,2.26,megawatts,megawatts,percent,1
1062,2022-01-01,97820.6,1768.23,1.81,megawatts,megawatts,percent,1
1063,2021-12-31,97865.6,1755.93,1.79,megawatts,megawatts,percent,1
1064,2021-12-30,97865.6,1720.09,1.76,megawatts,megawatts,percent,1
1065,2021-12-29,97865.6,879.13,0.9,megawatts,megawatts,percent,1
1066,2021-12-28,97865.6,895.19,0.91,megawatts,megawatts,percent,1
1067,2021-12-27,97865.6,1082.12,1.11,megawatts,megawatts,percent,1
1068,2021-12-26,97865.6,1225.73,1.25,megawatts,megawatts,percent,1
1069,2021-12-25,97865.6,1035.32,1.06,megawatts,megawatts,percent,1
1070,2021-12-24,97865.6,1100.03,1.12,megawatts,megawatts,percent,1
1071,2021-12-23,97865.6,635.78,0.65,megawatts,megawatts,percent,1
1072,2021-12-22,97865.6,1072.77,1.1,megawatts,megawatts,percent,1
1073,2021-12-21,97865.6,688.6,0.7,megawatts,megawatts,percent,1
1074,2021-12-20,97865.6,1615.93,1.65,megawatts,megawatts,percent,1
1075,2021-12-19,97865.6,2249.33,2.3,megawatts,megawatts,percent,1
1076,2021-12-18,97865.6,827.63,0.85,megawatts,megawatts,percent,1
1077,2021-12-17,97865.6,792.45,0.81,megawatts,megawatts,percent,1
1078,2021-12-16,97865.6,1254.18,1.28,megawatts,megawatts,percent,1
1079,2021-12-15,97865.6,1225.73,1.25,megawatts,megawatts,percent,1
1080,2021-12-14,97865.6,1775.13,1.81,megawatts,megawatts,percent,1
1081,2021-12-13,97865.6,2893.49,2.96,megawatts,megawatts,percent,1
1082,2021-12-12,97865.6,4846.51,4.95,megawatts,megawatts,percent,3
1083,2021-12-11,97865.6,5781.92,5.91,megawatts,megawatts,percent,3
1084,2021-12-10,97865.6,5410.89,5.53,megawatts,megawatts,percent,3
1085,2021-12-09,97865.6,4300.02,4.39,megawatts,megawatts,percent,1
1086,2021-12-08,97865.6,4758.22,4.86,megawatts,megawatts,percent,3
1087,2021-12-07,97865.6,6081.52,6.21,megawatts,megawatts,percent,3
1088,2021-12-06,97865.6,5349.61,5.47,megawatts,megawatts,percent,3
1089,2021-12-05,97865.6,5156.16,5.27,megawatts,megawatts,percent,3
1090,2021-12-04,97865.6,5763.82,5.89,megawatts,megawatts,percent,3
1091,2021-12-03,97865.6,5870.79,6.0,megawatts,megawatts,percent,3
1092,2021-12-02,97865.6,6804.73,6.95,megawatts,megawatts,percent,3
1093,2021-12-01,97865.6,6486.81,6.63,megawatts,megawatts,percent,3
1094,2021-11-30,97865.6,5470.27,5.59,megawatts,megawatts,percent,3
1095,2021-11-29,97865.6,4827.15,4.93,megawatts,megawatts,percent,3
1096,2021-11-28,97865.6,4991.68,5.1,megawatts,megawatts,percent,3
1097,2021-11-27,97865.6,5087.67,5.2,megawatts,megawatts,percent,3
1098,2021-11-26,97865.6,5025.91,5.14,megawatts,megawatts,percent,3
1099,2021-11-25,97865.6,5377.31,5.49,megawatts,megawatts,percent,3
1100,2021-11-24,97865.6,5377.31,5.49,megawatts,megawatts,percent,3
1101,2021-11-23,97865.6,6233.43,6.37,megawatts,megawatts,percent,3
1102,2021-11-22,97865.6,7204.69,7.36,megawatts,megawatts,percent,3
1103,2021-11-21,97865.6,7636.29,7.8,megawatts,megawatts,percent,3
1104,2021-11-20,97865.6,10005.82,10.22,megawatts,megawatts,percent,0
1105,2021-11-19,97865.6,9732.95,9.95,megawatts,megawatts,percent,0
1106,2021-11-18,97865.6,8796.65,8.99,megawatts,megawatts,percent,3
1107,2021-11-17,97865.6,8305.85,8.49,megawatts,megawatts,percent,3
1108,2021-11-16,97865.6,9540.21,9.75,megawatts,megawatts,percent,3
1109,2021-11-15,97865.6,9833.05,10.05,megawatts,megawatts,percent,0
1110,2021-11-14,97865.6,9981.06,10.2,megawatts,megawatts,percent,0
1111,2021-11-13,97865.6,10904.1,11.14,megawatts,megawatts,percent,0
1112,2021-11-12,97865.6,11010.87,11.25,megawatts,megawatts,percent,0
1113,2021-11-11,97865.6,11479.3,11.73,megawatts,megawatts,percent,0
1114,2021-11-10,97865.6,11906.71,12.17,megawatts,megawatts,percent,0
1115,2021-11-09,97865.6,11953.92,12.21,megawatts,megawatts,percent,0
1116,2021-11-08,97865.6,13063.32,13.35,megawatts,megawatts,percent,0
1117,2021-11-07,97865.6,14942.23,15.27,megawatts,megawatts,percent,0
1118,2021-11-06,97865.6,16456.9,16.82,megawatts,megawatts,percent,2
1119,2021-11-05,97865.6,17910.99,18.3,megawatts,megawatts,percent,2
1120,2021-11-04,97865.6,18989.13,19.4,megawatts,megawatts,percent,2
1121,2021-11-03,97865.6,20590.23,21.04,megawatts,megawatts,percent,2
1122,2021-11-02,97865.6,21977.16,22.46,megawatts,megawatts,percent,2
1123,2021-11-01,97865.6,22466.98,22.96,megawatts,megawatts,percent,2
1124,2021-10-31,97865.6,22993.47,23.49,megawatts,megawatts,percent,2
1125,2021-10-30,97865.6,23137.91,23.64,megawatts,megawatts,percent,2
1126,2021-10-29,97865.6,22972.71,23.47,megawatts,megawatts,percent,2
1127,2021-10-28,97865.6,22647.92,23.14,megawatts,megawatts,percent,2
1128,2021-10-27,97865.6,23363.7,23.87,megawatts,megawatts,percent,2
1129,2021-10-26,97865.6,23465.43,23.98,megawatts,megawatts,percent,2
1130,2021-10-25,97865.6,22249.53,22.73,megawatts,megawatts,percent,2
1131,2021-10-24,97865.6,21700.78,22.17,megawatts,megawatts,percent,2
1132,2021-10-23,97865.6,21970.04,22.45,megawatts,megawatts,percent,2
1133,2021-10-22,97865.6,21645.94,22.12,megawatts,megawatts,percent,2
1134,2021-10-21,97865.6,21075.92,21.54,megawatts,megawatts,percent,2
1135,2021-10-20,97865.6,21570.38,22.04,megawatts,megawatts,percent,2
1136,2021-10-19,97865.6,21757.0,22.23,megawatts,megawatts,percent,2
1137,2021-10-18,97865.6,20878.33,21.33,megawatts,megawatts,percent,2
1138,2021-10-17,97865.6,19781.82,20.21,megawatts,megawatts,percent,2
1139,2021-10-16,97865.6,18963.79,19.38,megawatts,megawatts,percent,2
1140,2021-10-15,97865.6,17101.99,17.47,megawatts,megawatts,percent,2
1141,2021-10-14,97865.6,17377.62,17.76,megawatts,megawatts,percent,2
1142,2021-10-13,97865.6,17746.2,18.13,megawatts,megawatts,percent,2
1143,2021-10-12,97865.6,17740.16,18.13,megawatts,megawatts,percent,2
1144,2021-10-11,97865.6,16985.53,17.36,megawatts,megawatts,percent,2
1145,2021-10-10,97865.6,17794.99,18.18,megawatts,megawatts,percent,2
1146,2021-10-09,97865.6,19048.93,19.46,megawatts,megawatts,percent,2
1147,2021-10-08,97865.6,13311.73,13.6,megawatts,megawatts,percent,0
1148,2021-10-07,97865.6,12574.82,12.85,megawatts,megawatts,percent,0
1149,2021-10-06,97865.6,12467.05,12.74,megawatts,megawatts,percent,0
1150,2021-10-05,97865.6,11696.9,11.95,megawatts,megawatts,percent,0
1151,2021-10-04,97865.6,11840.82,12.1,megawatts,megawatts,percent,0
1152,2021-10-03,97865.6,10341.85,10.57,megawatts,megawatts,percent,0
1153,2021-10-02,97865.6,11349.54,11.6,megawatts,megawatts,percent,0
1154,2021-10-01,97865.6,8649.6,8.84,megawatts,megawatts,percent,3
1155,2021-09-30,95546.4,8949.41,9.37,megawatts,megawatts,percent,3
1156,2021-09-29,95546.4,8912.47,9.33,megawatts,megawatts,percent,3
1157,2021-09-28,95546.4,8823.71,9.23,megawatts,megawatts,percent,3
1158,2021-09-27,95546.4,8714.81,9.12,megawatts,megawatts,percent,3
1159,2021-09-26,95546.4,7665.49,8.02,megawatts,megawatts,percent,3
1160,2021-09-25,95546.4,7725.86,8.09,megawatts,megawatts,percent,3
1161,2021-09-24,95546.4,6892.98,7.21,megawatts,megawatts,percent,3
1162,2021-09-23,95546.4,6819.38,7.14,megawatts,megawatts,percent,3
1163,2021-09-22,95546.4,6718.97,7.03,megawatts,megawatts,percent,3
1164,2021-09-21,95546.4,7199.14,7.53,megawatts,megawatts,percent,3
1165,2021-09-20,95546.4,7521.53,7.87,megawatts,megawatts,percent,3
1166,2021-09-19,95546.4,8044.83,8.42,megawatts,megawatts,percent,3
1167,2021-09-18,95546.4,8671.45,9.08,megawatts,megawatts,percent,3
1168,2021-09-17,95546.4,7400.77,7.75,megawatts,megawatts,percent,3
1169,2021-09-16,95546.4,7277.07,7.62,megawatts,megawatts,percent,3
1170,2021-09-15,95546.4,7246.02,7.58,megawatts,megawatts,percent,3
1171,2021-09-14,95546.4,7922.88,8.29,megawatts,megawatts,percent,3
1172,2021-09-13,95546.4,7775.8,8.14,megawatts,megawatts,percent,3
1173,2021-09-12,95546.4,7657.56,8.01,megawatts,megawatts,percent,3
1174,2021-09-11,95546.4,5750.58,6.02,megawatts,megawatts,percent,3
1175,2021-09-10,95546.4,2860.0,2.99,megawatts,megawatts,percent,1
1176,2021-09-09,95546.4,2631.11,2.75,megawatts,megawatts,percent,1
1177,2021-09-08,95546.4,3161.85,3.31,megawatts,megawatts,percent,1
1178,2021-09-07,95546.4,2908.15,3.04,megawatts,megawatts,percent,1
1179,2021-09-06,95546.4,3163.26,3.31,megawatts,megawatts,percent,1
1180,2021-09-05,95546.4,2953.68,3.09,megawatts,megawatts,percent,1
1181,2021-09-04,95546.4,2829.2,2.96,megawatts,megawatts,percent,1
1182,2021-09-03,95546.4,3416.1,3.58,megawatts,megawatts,percent,1
1183,2021-09-02,95546.4,3363.78,3.52,megawatts,megawatts,percent,1
1184,2021-09-01,95546.4,3209.5,3.36,megawatts,megawatts,percent,1
1185,2021-08-31,95546.4,3185.58,3.33,megawatts,megawatts,percent,1
1186,2021-08-30,95546.4,3982.26,4.17,megawatts,megawatts,percent,1
1187,2021-08-29,95546.4,2736.44,2.86,megawatts,megawatts,percent,1
1188,2021-08-28,95546.4,3084.06,3.23,megawatts,megawatts,percent,1
1189,2021-08-27,95546.4,2233.04,2.34,megawatts,megawatts,percent,1
1190,2021-08-26,95546.4,1219.33,1.28,megawatts,megawatts,percent,1
1191,2021-08-25,95546.4,1311.67,1.37,megawatts,megawatts,percent,1
1192,2021-08-24,95546.4,912.06,0.95,megawatts,megawatts,percent,1
1193,2021-08-23,95546.4,447.39,0.47,megawatts,megawatts,percent,1
1194,2021-08-22,95546.4,1153.38,1.21,megawatts,megawatts,percent,1
1195,2021-08-21,95546.4,1718.06,1.8,megawatts,megawatts,percent,1
1196,2021-08-20,95546.4,1752.91,1.83,megawatts,megawatts,percent,1
1197,2021-08-19,95546.4,1735.58,1.82,megawatts,megawatts,percent,1
1198,2021-08-18,95546.4,293.34,0.31,megawatts,megawatts,percent,1
1199,2021-08-17,95546.4,561.49,0.59,megawatts,megawatts,percent,1
1200,2021-08-16,95546.4,970.5,1.02,megawatts,megawatts,percent,1
1201,2021-08-15,95546.4,959.85,1.0,megawatts,megawatts,percent,1
1202,2021-08-14,95546.4,997.26,1.04,megawatts,megawatts,percent,1
1203,2021-08-13,95546.4,455.59,0.48,megawatts,megawatts,percent,1
1204,2021-08-12,95546.4,439.67,0.46,megawatts,megawatts,percent,1
1205,2021-08-11,95546.4,560.77,0.59,megawatts,megawatts,percent,1
1206,2021-08-10,95546.4,978.92,1.02,megawatts,megawatts,percent,1
1207,2021-08-09,95546.4,1274.28,1.33,megawatts,megawatts,percent,1
1208,2021-08-08,95546.4,1852.66,1.94,megawatts,megawatts,percent,1
1209,2021-08-07,95546.4,2977.89,3.12,megawatts,megawatts,percent,1
1210,2021-08-06,95546.4,3271.52,3.42,megawatts,megawatts,percent,1
1211,2021-08-05,95546.4,2312.5,2.42,megawatts,megawatts,percent,1
1212,2021-08-04,95546.4,2388.23,2.5,megawatts,megawatts,percent,1
1213,2021-08-03,95546.4,1611.99,1.69,megawatts,megawatts,percent,1
1214,2021-08-02,95546.4,2400.21,2.51,megawatts,megawatts,percent,1
1215,2021-08-01,95546.4,3009.76,3.15,megawatts,megawatts,percent,1
1216,2021-07-31,95546.4,3386.89,3.54,megawatts,megawatts,percent,1
1217,2021-07-30,95546.4,2849.95,2.98,megawatts,megawatts,percent,1
1218,2021-07-29,95546.4,3340.67,3.5,megawatts,megawatts,percent,1
1219,2021-07-28,95546.4,3166.44,3.31,megawatts,megawatts,percent,1
1220,2021-07-27,95546.4,2573.83,2.69,megawatts,megawatts,percent,1
1221,2021-07-26,95546.4,3010.75,3.15,megawatts,megawatts,percent,1
1222,2021-07-25,95546.4,3190.63,3.34,megawatts,megawatts,percent,1
1223,2021-07-24,95546.4,4987.0,5.22,megawatts,megawatts,percent,3
1224,2021-07-23,95546.4,5057.32,5.29,megawatts,megawatts,percent,3
1225,2021-07-22,95546.4,4975.42,5.21,megawatts,megawatts,percent,3
1226,2021-07-21,95546.4,2885.21,3.02,megawatts,megawatts,percent,1
1227,2021-07-20,95546.4,2032.68,2.13,megawatts,megawatts,percent,1
1228,2021-07-19,95546.4,1469.07,1.54,megawatts,megawatts,percent,1
1229,2021-07-18,95546.4,1980.46,2.07,megawatts,megawatts,percent,1
1230,2021-07-17,95546.4,2380.13,2.49,megawatts,megawatts,percent,1
1231,2021-07-16,95546.4,2296.97,2.4,megawatts,megawatts,percent,1
1232,2021-07-15,95546.4,1429.65,1.5,megawatts,megawatts,percent,1
1233,2021-07-14,95546.4,1428.98,1.5,megawatts,megawatts,percent,1
1234,2021-07-13,95546.4,1441.31,1.51,megawatts,megawatts,percent,1
1235,2021-07-12,95546.4,2311.7,2.42,megawatts,megawatts,percent,1
1236,2021-07-11,95546.4,2973.32,3.11,megawatts,megawatts,percent,1
1237,2021-07-10,95546.4,4328.88,4.53,megawatts,megawatts,percent,1
1238,2021-07-09,95546.4,4013.75,4.2,megawatts,megawatts,percent,1
1239,2021-07-08,95546.4,3491.49,3.65,megawatts,megawatts,percent,1
1240,2021-07-07,95546.4,3910.49,4.09,megawatts,megawatts,percent,1
