id,period,capacity,outage,percent_outage,capacity_units,outage_units,percent_outage_units,cluster
1598,2020-07-14,97082.0,2182.53,2.25,megawatts,megawatts,percent,1
1599,2020-07-13,97082.0,2244.23,2.31,megawatts,megawatts,percent,1
1600,2020-07-12,97082.0,2197.99,2.26,megawatts,megawatts,percent,1
1601,2020-07-11,97082.0,2317.96,2.39,megawatts,megawatts,percent,1
1602,2020-07-10,97082.0,2496.36,2.57,megawatts,megawatts,percent,1
1603,2020-07-09,97082.0,2543.94,2.62,megawatts,megawatts,percent,1
1604,2020-07-08,97082.0,2480.49,2.56,megawatts,megawatts,percent,1
1605,2020-07-07,97082.0,2471.36,2.55,megawatts,megawatts,percent,1
1606,2020-07-06,97082.0,2491.81,2.57,megawatts,megawatts,percent,1
1607,2020-07-05,97082.0,2118.93,2.18,megawatts,megawatts,percent,1
1608,2020-07-04,97082.0,2099.45,2.16,megawatts,megawatts,percent,1
1609,2020-07-03,97082.0,2260.53,2.33,megawatts,megawatts,percent,1
1610,2020-07-02,97082.0,2510.03,2.59,megawatts,megawatts,percent,1
1611,2020-07-01,97082.0,2220.55,2.29,megawatts,megawatts,percent,1
1612,2020-06-30,97082.0,2462.14,2.54,megawatts,megawatts,percent,1
1613,2020-06-29,97082.0,2456.28,2.53,megawatts,megawatts,percent,1
1614,2020-06-28,97082.0,3050.3,3.14,megawatts,megawatts,percent,1
1615,2020-06-27,97082.0,3676.15,3.79,megawatts,megawatts,percent,1
1616,2020-06-26,97082.0,3839.31,3.95,megawatts,megawatts,percent,1
1617,2020-06-25,97082.0,4238.69,4.37,megawatts,megawatts,percent,1
1618,2020-06-24,97082.0,4507.61,4.64,megawatts,megawatts,percent,1
1619,2020-06-23,97082.0,4878.95,5.03,megawatts,megawatts,percent,3
1620,2020-06-22,97082.0,4974.34,5.12,megawatts,megawatts,percent,3
1621,2020-06-21,97082.0,4397.94,4.53,megawatts,megawatts,percent,1
1622,2020-06-20,97082.0,5093.38,5.25,megawatts,megawatts,percent,3
1623,2020-06-19,97082.0,3114.24,3.21,megawatts,megawatts,percent,1
1624,2020-06-18,97082.0,3113.22,3.21,megawatts,megawatts,percent,1
1625,2020-06-17,97082.0,3035.75,3.13,megawatts,megawatts,percent,1
1626,2020-06-16,97082.0,3164.34,3.26,megawatts,megawatts,percent,1
1627,2020-06-15,97082.0,3515.36,3.62,megawatts,megawatts,percent,1
1628,2020-06-14,97082.0,4173.08,4.3,megawatts,megawatts,percent,1
1629,2020-06-13,97082.0,4519.55,4.66,megawatts,megawatts,percent,1
1630,2020-06-12,97082.0,2866.08,2.95,megawatts,megawatts,percent,1
1631,2020-06-11,97082.0,4817.76,4.96,megawatts,megawatts,percent,3
1632,2020-06-10,97082.0,5322.11,5.48,megawatts,megawatts,percent,3
1633,2020-06-09,97082.0,5907.69,6.09,megawatts,megawatts,percent,3
1634,2020-06-08,97082.0,6370.12,6.56,megawatts,megawatts,percent,3
1635,2020-06-07,97082.0,7289.68,7.51,megawatts,megawatts,percent,3
1636,2020-06-06,97082.0,6896.61,7.1,megawatts,megawatts,percent,3
1637,2020-06-05,97082.0,4638.1,4.78,megawatts,megawatts,percent,3
1638,2020-06-04,97082.0,5219.04,5.38,megawatts,megawatts,percent,3
1639,2020-06-03,97082.0,6441.14,6.63,megawatts,megawatts,percent,3
1640,2020-06-02,97082.0,7661.25,7.89,megawatts,megawatts,percent,3
1641,2020-06-01,97082.0,9385.62,9.67,megawatts,megawatts,percent,3
1642,2020-05-31,97082.0,10324.41,10.63,megawatts,megawatts,percent,0
1643,2020-05-30,97082.0,9867.18,10.16,megawatts,megawatts,percent,0
1644,2020-05-29,97082.0,10447.7,10.76,megawatts,megawatts,percent,0
1645,2020-05-28,97082.0,9060.71,9.33,megawatts,megawatts,percent,3
1646,2020-05-27,97082.0,9413.9,9.7,megawatts,megawatts,percent,3
1647,2020-05-26,97082.0,9023.89,9.3,megawatts,megawatts,percent,3
1648,2020-05-25,97082.0,7848.38,8.08,megawatts,megawatts,percent,3
1649,2020-05-24,97082.0,9378.75,9.66,megawatts,megawatts,percent,3
1650,2020-05-23,97082.0,10705.2,11.03,megawatts,megawatts,percent,0
1651,2020-05-22,97082.0,10287.51,10.6,megawatts,megawatts,percent,0
1652,2020-05-21,97082.0,10845.13,11.17,megawatts,megawatts,percent,0
1653,2020-05-20,97082.0,10580.77,10.9,megawatts,megawatts,percent,0
1654,2020-05-19,97082.0,9747.94,10.04,megawatts,megawatts,percent,0
1655,2020-05-18,97082.0,9588.09,9.88,megawatts,megawatts,percent,0
1656,2020-05-17,97082.0,10540.12,10.86,megawatts,megawatts,percent,0
1657,2020-05-16,97082.0,11682.28,12.03,megawatts,megawatts,percent,0
1658,2020-05-15,97082.0,11399.51,11.74,megawatts,megawatts,percent,0
1659,2020-05-14,97082.0,11225.75,11.56,megawatts,megawatts,percent,0
1660,2020-05-13,97082.0,12653.0,13.03,megawatts,megawatts,percent,0
1661,2020-05-12,97082.0,12279.27,12.65,megawatts,megawatts,percent,0
1662,2020-05-11,97082.0,13425.78,13.83,megawatts,megawatts,percent,0
1663,2020-05-10,97082.0,15320.39,15.78,megawatts,megawatts,percent,0
1664,2020-05-09,97082.0,13542.81,13.95,megawatts,megawatts,percent,0
1665,2020-05-08,97082.0,13356.98,13.76,megawatts,megawatts,percent,0
1666,2020-05-07,97082.0,14871.7,15.32,megawatts,megawatts,percent,0
1667,2020-05-06,97082.0,16235.92,16.72,megawatts,megawatts,percent,2
1668,2020-05-05,97082.0,17176.51,17.69,megawatts,megawatts,percent,2
1669,2020-05-04,97082.0,17459.3,17.98,megawatts,megawatts,percent,2
1670,2020-05-03,97082.0,16263.81,16.75,megawatts,megawatts,percent,2
1671,2020-05-02,97082.0,16871.71,17.38,megawatts,megawatts,percent,2
1672,2020-05-01,97082.0,14373.45,14.81,megawatts,megawatts,percent,0
1673,2020-04-30,97082.0,14773.62,15.22,megawatts,megawatts,percent,0
1674,2020-04-29,97082.0,14982.34,15.43,megawatts,megawatts,percent,0
1675,2020-04-28,97082.0,15880.37,16.36,megawatts,megawatts,percent,2
1676,2020-04-27,97082.0,16482.49,16.98,megawatts,megawatts,percent,2
1677,2020-04-26,97082.0,16325.67,16.82,megawatts,megawatts,percent,2
1678,2020-04-25,97082.0,17115.97,17.63,megawatts,megawatts,percent,2
1679,2020-04-24,97082.0,17183.01,17.7,megawatts,megawatts,percent,2
1680,2020-04-23,97082.0,16710.19,17.21,megawatts,megawatts,percent,2
1681,2020-04-22,97082.0,17908.6,18.45,megawatts,megawatts,percent,2
1682,2020-04-21,97082.0,17643.14,18.17,megawatts,megawatts,percent,2
1683,2020-04-20,97082.0,18354.31,18.91,megawatts,megawatts,percent,2
1684,2020-04-19,97082.0,16533.79,17.03,megawatts,megawatts,percent,2
1685,2020-04-18,97082.0,16527.5,17.02,megawatts,megawatts,percent,2
1686,2020-04-17,97082.0,17397.53,17.92,megawatts,megawatts,percent,2
1687,2020-04-16,97082.0,18962.66,19.53,megawatts,megawatts,percent,2
1688,2020-04-15,97082.0,19741.98,20.34,megawatts,megawatts,percent,2
1689,2020-04-14,97082.0,19762.73,20.36,megawatts,megawatts,percent,2
1690,2020-04-13,97082.0,19961.36,20.56,megawatts,megawatts,percent,2
1691,2020-04-12,97082.0,20246.57,20.86,megawatts,megawatts,percent,2
1692,2020-04-11,97082.0,20229.5,20.84,megawatts,megawatts,percent,2
1693,2020-04-10,97082.0,16833.59,17.34,megawatts,megawatts,percent,2
1694,2020-04-09,97082.0,17679.9,18.21,megawatts,megawatts,percent,2
1695,2020-04-08,97082.0,16202.38,16.69,megawatts,megawatts,percent,2
1696,2020-04-07,97082.0,17603.41,18.13,megawatts,megawatts,percent,2
1697,2020-04-06,97082.0,18600.6,19.16,megawatts,megawatts,percent,2
1698,2020-04-05,97082.0,18213.02,18.76,megawatts,megawatts,percent,2
1699,2020-04-04,97082.0,18649.24,19.21,megawatts,megawatts,percent,2
1700,2020-04-03,97082.0,16746.87,17.25,megawatts,megawatts,percent,2
1701,2020-04-02,97082.0,17122.48,17.64,megawatts,megawatts,percent,2
1702,2020-04-01,97082.0,14926.7,15.38,megawatts,megawatts,percent,0
1703,2020-03-31,99321.1,14301.79,14.4,megawatts,megawatts,percent,0
1704,2020-03-30,99321.1,15048.5,15.15,megawatts,megawatts,percent,0
1705,2020-03-29,99321.1,15434.42,15.54,megawatts,megawatts,percent,0
1706,2020-03-28,99321.1,15720.16,15.83,megawatts,megawatts,percent,0
1707,2020-03-27,99321.1,14659.95,14.76,megawatts,megawatts,percent,0
1708,2020-03-26,99321.1,15591.37,15.7,megawatts,megawatts,percent,0
1709,2020-03-25,99321.1,16898.31,17.01,megawatts,megawatts,percent,2
1710,2020-03-24,99321.1,16540.04,16.65,megawatts,megawatts,percent,2
1711,2020-03-23,99321.1,16142.07,16.25,megawatts,megawatts,percent,2
1712,2020-03-22,99321.1,16462.99,16.58,megawatts,megawatts,percent,2
1713,2020-03-21,99321.1,16047.92,16.16,megawatts,megawatts,percent,2
1714,2020-03-20,99321.1,14243.17,14.34,megawatts,megawatts,percent,0
1715,2020-03-19,99321.1,14783.16,14.88,megawatts,megawatts,percent,0
1716,2020-03-18,99321.1,14833.37,14.93,megawatts,megawatts,percent,0
1717,2020-03-17,99321.1,14869.53,14.97,megawatts,megawatts,percent,0
1718,2020-03-16,99321.1,15455.97,15.56,megawatts,megawatts,percent,0
1719,2020-03-15,99321.1,16177.02,16.29,megawatts,megawatts,percent,2
1720,2020-03-14,99321.1,16574.75,16.69,megawatts,megawatts,percent,2
1721,2020-03-13,99321.1,14279.02,14.38,megawatts,megawatts,percent,0
1722,2020-03-12,99321.1,13127.13,13.22,megawatts,megawatts,percent,0
1723,2020-03-11,99321.1,12878.07,12.97,megawatts,megawatts,percent,0
1724,2020-03-10,99321.1,12851.33,12.94,megawatts,megawatts,percent,0
1725,2020-03-09,99321.1,13512.57,13.6,megawatts,megawatts,percent,0
1726,2020-03-08,99321.1,13450.3,13.54,megawatts,megawatts,percent,0
1727,2020-03-07,99321.1,13237.34,13.33,megawatts,megawatts,percent,0
1728,2020-03-06,99321.1,12179.18,12.26,megawatts,megawatts,percent,0
1729,2020-03-05,99321.1,12300.24,12.38,megawatts,megawatts,percent,0
1730,2020-03-04,99321.1,10817.81,10.89,megawatts,megawatts,percent,0
1731,2020-03-03,99321.1,9616.49,9.68,megawatts,megawatts,percent,3
1732,2020-03-02,99321.1,9378.56,9.44,megawatts,megawatts,percent,3
1733,2020-03-01,99321.1,9748.42,9.82,megawatts,megawatts,percent,3
1734,2020-02-29,99321.1,10165.17,10.23,megawatts,megawatts,percent,0
1735,2020-02-28,99321.1,8642.42,8.7,megawatts,megawatts,percent,3
1736,2020-02-27,99321.1,8739.67,8.8,megawatts,megawatts,percent,3
1737,2020-02-26,99321.1,8903.68,8.96,megawatts,megawatts,percent,3
1738,2020-02-25,99321.1,7543.95,7.6,megawatts,megawatts,percent,3
1739,2020-02-24,99321.1,7485.56,7.54,megawatts,megawatts,percent,3
1740,2020-02-23,99321.1,7764.79,7.82,megawatts,megawatts,percent,3
1741,2020-02-22,99321.1,6086.27,6.13,megawatts,megawatts,percent,3
1742,2020-02-21,99321.1,5600.89,5.64,megawatts,megawatts,percent,3
1743,2020-02-20,99321.1,6466.93,6.51,megawatts,megawatts,percent,3
1744,2020-02-19,99321.1,5597.08,5.64,megawatts,megawatts,percent,3
1745,2020-02-18,99321.1,5839.87,5.88,megawatts,megawatts,percent,3
1746,2020-02-17,99321.1,8543.69,8.6,megawatts,megawatts,percent,3
1747,2020-02-16,99321.1,9450.9,9.52,megawatts,megawatts,percent,3
1748,2020-02-15,99321.1,8993.34,9.05,megawatts,megawatts,percent,3
1749,2020-02-14,99321.1,8321.21,8.38,megawatts,megawatts,percent,3
1750,2020-02-13,99321.1,5982.59,6.02,megawatts,megawatts,percent,3
1751,2020-02-12,99321.1,4852.71,4.89,megawatts,megawatts,percent,3
1752,2020-02-11,99321.1,4675.79,4.71,megawatts,megawatts,percent,1
1753,2020-02-10,99321.1,4556.5,4.59,megawatts,megawatts,percent,1
1754,2020-02-09,99321.1,3288.99,3.31,megawatts,megawatts,percent,1
1755,2020-02-08,99321.1,2237.62,2.25,megawatts,megawatts,percent,1
1756,2020-02-07,99321.1,2619.85,2.64,megawatts,megawatts,percent,1
1757,2020-02-06,99321.1,2505.79,2.52,megawatts,megawatts,percent,1
1758,2020-02-05,99321.1,2477.35,2.49,megawatts,megawatts,percent,1
1759,2020-02-04,99321.1,2490.39,2.51,megawatts,megawatts,percent,1
1760,2020-02-03,99321.1,3639.31,3.66,megawatts,megawatts,percent,1
1761,2020-02-02,99321.1,3622.95,3.65,megawatts,megawatts,percent,1
1762,2020-02-01,99321.1,2653.61,2.67,megawatts,megawatts,percent,1
1763,2020-01-31,99321.1,1453.47,1.46,megawatts,megawatts,percent,1
1764,2020-01-30,99321.1,1313.52,1.32,megawatts,megawatts,percent,1
1765,2020-01-29,99321.1,926.72,0.93,megawatts,megawatts,percent,1
1766,2020-01-28,99321.1,859.94,0.87,megawatts,megawatts,percent,1
1767,2020-01-27,99321.1,1179.76,1.19,megawatts,megawatts,percent,1
1768,2020-01-26,99321.1,1997.53,2.01,megawatts,megawatts,percent,1
1769,2020-01-25,99321.1,1315.91,1.32,megawatts,megawatts,percent,1
1770,2020-01-24,99321.1,1299.65,1.31,megawatts,megawatts,percent,1
1771,2020-01-23,99321.1,1386.06,1.4,megawatts,megawatts,percent,1
1772,2020-01-22,99321.1,447.91,0.45,megawatts,megawatts,percent,1
1773,2020-01-21,99321.1,331.38,0.33,megawatts,megawatts,percent,1
1774,2020-01-20,99321.1,322.62,0.32,megawatts,megawatts,percent,1
1775,2020-01-19,99321.1,288.18,0.29,megawatts,megawatts,percent,1
1776,2020-01-18,99321.1,524.13,0.53,megawatts,megawatts,percent,1
1777,2020-01-17,99321.1,266.8,0.27,megawatts,megawatts,percent,1
1778,2020-01-16,99321.1,482.37,0.49,megawatts,megawatts,percent,1
1779,2020-01-15,99321.1,414.18,0.42,megawatts,megawatts,percent,1
1780,2020-01-14,99321.1,552.43,0.56,megawatts,megawatts,percent,1
1781,2020-01-13,99321.1,449.04,0.45,megawatts,megawatts,percent,1
1782,2020-01-12,99321.1,811.78,0.82,megawatts,megawatts,percent,1
1783,2020-01-11,99321.1,938.64,0.95,megawatts,megawatts,percent,1
1784,2020-01-10,99321.1,196.81,0.2,megawatts,megawatts,percent,1
1785,2020-01-09,99321.1,385.85,0.39,megawatts,megawatts,percent,1
1786,2020-01-08,99321.1,478.89,0.48,megawatts,megawatts,percent,1
1787,2020-01-07,99321.1,604.3,0.61,megawatts,megawatts,percent,1
1788,2020-01-06,99321.1,1242.35,1.25,megawatts,megawatts,percent,1
1789,2020-01-05,99321.1,2592.61,2.61,megawatts,megawatts,percent,1
1790,2020-01-04,99321.1,2873.41,2.89,megawatts,megawatts,percent,1
1791,2020-01-03,99321.1,2304.64,2.32,megawatts,megawatts,percent,1
1792,2020-01-02,99321.1,2357.02,2.37,megawatts,megawatts,percent,1
1793,2020-01-01,99321.1,1222.5,1.23,megawatts,megawatts,percent,1
